[14:21:53] [main/INFO]: ModLauncher running: args [--username, Melodi_Bug, --version, forge-47.3.0, --gameDir, C:\Users\melod\curseforge\minecraft\Instances\FancyCraft, --assetsDir, C:\Users\melod\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, b0b6b36226fb49329c84d9dfbd2166bd, --accessToken, ????????, --clientId, ZjMxMzRhMjMtMjFlNy00ZDVlLTljOTktMTcxMmZiM2M3MzM0, --xuid, 2535421268856048, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\melod\curseforge\minecraft\Install\quickPlay\java\1725510112228.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[14:21:53] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[14:21:54] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[14:21:54] [main/INFO]: Trying GL version 4.6
[14:21:54] [main/INFO]: Requested GL version 4.6 got version 4.6
[14:21:54] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/melod/curseforge/minecraft/Install/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[14:21:54] [pool-2-thread-1/INFO]: GL info: Intel(R) Iris(R) Xe Graphics GL version 4.6.0 - Build 31.0.101.5186, Intel
[14:22:10] [modloading-worker-0/INFO]: Executing phase INIT for plugin class PatchouliPlugin
[14:22:10] [modloading-worker-0/INFO]: Executing phase INIT for plugin class CuriosPlugin
[14:22:10] [modloading-worker-0/INFO]: Forge mod loading, version 47.3.0, for MC 1.20.1 with MCP 20230612.114412
[14:22:10] [modloading-worker-0/INFO]: MinecraftForge v47.3.0 Initialized
[14:22:10] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/42a7ad70b1cc371599a0eff744096b8a
[14:22:10] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/42a7ad70b1cc371599a0eff744096b8a
[14:22:10] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:request_map_data
[14:22:10] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/74a5e841822a3a87854ae896a33430d6
[14:22:10] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/74a5e841822a3a87854ae896a33430d6
[14:22:10] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_all_chunks
[14:22:10] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/eb3d1e2748533430848cadf0f37c7e9c
[14:22:10] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/eb3d1e2748533430848cadf0f37c7e9c
[14:22:10] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:login_data
[14:22:10] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/91c8520f19f93b3e8b6a727568e194ab
[14:22:10] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/91c8520f19f93b3e8b6a727568e194ab
[14:22:10] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:request_chunk_change
[14:22:10] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_chunk
[14:22:10] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/8c2784d778293fd482ed84b8aa5fedb9
[14:22:10] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/8c2784d778293fd482ed84b8aa5fedb9
[14:22:10] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/ea038224ea783d40b2863f52239e2604
[14:22:10] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/ea038224ea783d40b2863f52239e2604
[14:22:10] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_general_data
[14:22:11] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:teleport_from_map
[14:22:11] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/97ad64b7ecaf33209991c4f031501a58
[14:22:11] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/97ad64b7ecaf33209991c4f031501a58
[14:22:11] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:player_death
[14:22:11] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_visible_player_list
[14:22:11] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:sync_tx
[14:22:11] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:sync_rx
[14:22:11] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:loaded_chunk_view
[14:22:11] [modloading-worker-0/INFO]: Executing phase POST_INIT for plugin class PatchouliPlugin
[14:22:11] [modloading-worker-0/INFO]: Executing phase POST_INIT for plugin class CuriosPlugin
[14:22:11] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_player_position
[14:22:11] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:update_force_load_expiry
[14:22:11] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:server_config_request
[14:22:11] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:server_config_response
[14:22:11] [modloading-worker-0/INFO]: Loaded config file.
[14:22:11] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:chunk_change_response
[14:22:11] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:request_block_color
[14:22:11] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:add_waypoint
[14:22:11] [modloading-worker-0/INFO]: Saved config file.
[14:22:11] [modloading-worker-0/INFO]: Scanning classes for titanium
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id wands:key_packet
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id wands:palette_packet
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id wands:wand_packet
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id wands:pos_packet
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id wands:global_settings_packet
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id wands:sound_packet
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id wands:state_packet
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id wands:conf_packet
[14:22:12] [modloading-worker-0/INFO]: Sending ConfigManager...
[14:22:12] [modloading-worker-0/INFO]: No shaders mod detected.
[14:22:12] [modloading-worker-0/INFO]: Sending ConfigManager took 71.68 ms
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_quests
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_team_data
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:update_task_progress
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:submit_task
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:claim_reward
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:claim_reward_response
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_editing_mode
[14:22:12] [modloading-worker-0/INFO]: Constructing common components for thinair:main
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:get_emergency_items
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:create_other_team_data
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:claim_all_rewards
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:claim_choice_reward
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:display_completion_toast
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:display_reward_toast
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:display_item_reward_toast
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:toggle_pinned
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:toggle_pinned_response
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:toggle_chapter_pinned
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:toggle_chapter_pinned_response
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:toggle_editing_mode
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:force_save
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:update_team_data
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:set_custom_image
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:object_started
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:object_completed
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:object_started_reset
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:object_completed_reset
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_lock
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:reset_reward
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:team_data_changed
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:task_screen_config_req
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:task_screen_config_resp
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:change_progress
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:create_object
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:create_object_response
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:create_task_at
[14:22:12] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:delete_object
[14:22:12] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:delete_object_response
[14:22:13] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:edit_object
[14:22:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:edit_object_response
[14:22:13] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:move_chapter
[14:22:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:move_chapter_response
[14:22:13] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:move_quest
[14:22:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:move_quest_response
[14:22:13] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:change_chapter_group
[14:22:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:change_chapter_group_response
[14:22:13] [modloading-worker-0/INFO]: Constructing common components for puzzleslib:main
[14:22:13] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:move_chapter_group
[14:22:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:move_chapter_group_response
[14:22:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_reward_blocking
[14:22:13] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:copy_quest
[14:22:13] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:copy_chapter_image
[14:22:13] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:sync_structures_request
[14:22:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_structures_response
[14:22:13] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:request_team_data
[14:22:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_editor_permission
[14:22:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:open_quest_book
[14:22:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:clear_display_cache
[14:22:13] [modloading-worker-0/INFO]: Registered plugin: com.blakebr0.mysticalagriculture.lib.ModCorePlugin
[14:22:13] [modloading-worker-0/INFO]: ExpandAbility here, who dis?
[14:22:13] [modloading-worker-0/INFO]: Loaded 1 plugins
[14:22:13] [modloading-worker-0/INFO]: registered SilentCompat materials
[14:22:13] [modloading-worker-0/INFO]: Constructing client components for puzzleslib:main
[14:22:13] [modloading-worker-0/INFO]: Registered condition serializer 'silentgear:not'
[14:22:13] [modloading-worker-0/ERROR]: Cold Sweat requires Thirst 1.3.8 or higher for compat to be enabled!
[14:22:13] [modloading-worker-0/INFO]: Constructing client components for thinair:main
[14:22:13] [modloading-worker-0/INFO]: Registered condition serializer 'silentgear:and'
[14:22:13] [modloading-worker-0/INFO]: Registered condition serializer 'silentgear:or'
[14:22:13] [modloading-worker-0/INFO]: Registered condition serializer 'silentgear:gear_type'
[14:22:13] [modloading-worker-0/INFO]: Registered condition serializer 'silentgear:material_count'
[14:22:13] [modloading-worker-0/INFO]: Registered condition serializer 'silentgear:material_ratio'
[14:22:13] [modloading-worker-0/INFO]: Registered serializer 'silentgear:simple_trait'
[14:22:13] [modloading-worker-0/INFO]: Registered serializer 'silentgear:damage_type'
[14:22:13] [modloading-worker-0/INFO]: Registered serializer 'silentgear:durability'
[14:22:13] [modloading-worker-0/INFO]: Registered serializer 'silentgear:enchantment'
[14:22:13] [modloading-worker-0/INFO]: Registered serializer 'silentgear:nbt'
[14:22:13] [modloading-worker-0/INFO]: Registered serializer 'silentgear:wielder_effect'
[14:22:13] [modloading-worker-0/INFO]: Registered serializer 'silentgear:stat_modifier'
[14:22:13] [modloading-worker-0/INFO]: Registered serializer 'silentgear:attribute'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentgear:block_placer'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentgear:block_filler'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentgear:synergy'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentgear:target_effect'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentgear:bonus_drops'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentgear:cancel_effects'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentgear:self_repair'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentgear:stellar'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentgear:block_mining_speed'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:diurnal'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:nocturnal'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:dodging'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:fleetfooted'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:vorpal'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:hungering_strike'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:lucky_break'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:retaliating_blast'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:knockout'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:abyssal_synergy'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:vigorous'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:unstable_magic'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:knightly'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:fire_react'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:neptunes_might'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:cold'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:emu_dodge'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:jolt_hit'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:purifying'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:amplifying'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:blinding'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:devouring'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:umbral_blast'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:volatile'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:restoration'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:scorching'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:sunspot'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:lava_vision'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:dimensional_effect'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:inverse_dimensional_effect'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:adrenaline'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:mana_burst'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:gaia_burst'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:alf_burst'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:mana_repair'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:item_drop'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:on_hit_effect'
[14:22:14] [modloading-worker-0/INFO]: Registered serializer 'silentcompat:wither_skull'
[14:22:14] [modloading-worker-0/INFO]: Initializing TerraBlender underground biome compat
[14:22:16] [modloading-worker-0/INFO]: Discovered 164 modules to load.
[14:22:16] [modloading-worker-0/INFO]: Constructing module Abacus...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Adjustable Chat...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Ambient Discs...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Ancient Tomes...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Ancient Wood...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Armed Armor Stands...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Auto Walk Keybind...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Automatic Recipe Unlock...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Automatic Tool Restock...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Azalea Wood...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Back Button Keybind...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Backpack...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Beacon Redirection...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Better Elytra Rocket...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Big Stone Clusters...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Blossom Trees...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Bottled Cloud...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Buckets Show Inhabitants...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Camera...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Campfires Boost Elytra...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Celebratory Lamps...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Chains Connect Blocks...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Chest Searching...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Chorus Vegetation...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Chute...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Climate Control Remover...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Color Runes...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Compasses Work Everywhere...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Compressed Blocks...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Coral On Cactus...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Corundum...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Crabs...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Crafter...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Crate...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Diamond Repair...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Dispensers Place Blocks...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Double Door Opening...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Dragon Scales...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Duskbound Blocks...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Dyeable Item Frames...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Easy Transfering...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Elytra Indicator...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Emotes...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Enchantment Predicates...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Enchantments Begone...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Ender Watcher...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Endermosh Music Disc...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Enhanced Ladders...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Expanded Item Interactions...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Fairy Rings...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Fallen Logs...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Feeding Trough...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Forgotten...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Foxhound...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Framed Glass...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Game Nerfs...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Glass Item Frame...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Glass Shard...
[14:22:16] [modloading-worker-0/INFO]: Constructing module Glimmering Weald...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Gold Bars...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Gold Tools Have Fortune...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Grab Chickens...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Grate...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Gravisand...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Greener Grass...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Hedges...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Hoe Harvesting...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Hollow Logs...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Horses Swim...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Hotbar Changer...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Improved Sponges...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Improved Tooltips...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Industrial Palette...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Inventory Sorting...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Iron Rod...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Item Sharing...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Japanese Palette...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Leaf Carpet...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Lock Rotation...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Long Range Pick Block...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Magma Keeps Concrete Powder...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Magnets...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Map Washing...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Matrix Enchanting...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Metal Buttons...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Microcrafting Helper...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Midori...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Monster Box...
[14:22:17] [modloading-worker-0/INFO]: Constructing module More Banner Layers...
[14:22:17] [modloading-worker-0/INFO]: Constructing module More Brick Types...
[14:22:17] [modloading-worker-0/INFO]: Constructing module More Mud Blocks...
[14:22:17] [modloading-worker-0/INFO]: Constructing module More Note Block Sounds...
[14:22:17] [modloading-worker-0/INFO]: Constructing module More Potted Plants...
[14:22:17] [modloading-worker-0/INFO]: Constructing module More Villagers...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Narrator Readout...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Nether Brick Fence Gate...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Nether Obsidian Spikes...
[14:22:17] [modloading-worker-0/INFO]: Constructing module New Stone Types...
[14:22:17] [modloading-worker-0/INFO]: Constructing module No Durability On Cosmetics...
[14:22:17] [modloading-worker-0/INFO]: Constructing module No More Lava Pockets...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Obsidian Plate...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Overlay Shader...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Parrot Eggs...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Pat The Dogs...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Pathfinder Maps...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Permafrost...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Petals On Water...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Pickarang...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Pig Litters...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Pipes...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Pistons Move Tile Entities...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Poison Potato Usage...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Quick Armor Swapping...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Rainbow Lamps...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Raw Metal Bricks...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Reacharound Placing...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Redstone Randomizer...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Renewable Spore Blossoms...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Replace Scaffolding...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Rope...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Safer Creatures...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Seed Pouch...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Shear Vines...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Shiba...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Shingles...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Shulker Packing...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Simple Harvest...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Skull Pikes...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Slabs To Blocks...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Slime In A Bucket...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Slimes To Magma Cubes...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Snow Golem Player Heads...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Soul Candles...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Soul Sandstone...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Spawner Replacer...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Spiral Spires...
